source_offset,source_id,content_group,marker_stratum,restrictive_notice,open_licence_marker,public_domain_marker,government_copyright_marker,copyright_marker,first_marker_offset,marker_within_initial_120k,classification_tied,script_group,prompt_chars,domains
7531,d82f4c733df852d83534c301f872bc37023225a1b2201152,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,36130,True,False,latin_or_other,48644,
7534,f32e4aeaed29aa75c68222b9e4ce698467d7cf68cd0b859e,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,2648,True,False,latin_or_other,33945,code.google.com;cyril-levert.info;ha.ckers.org;htmlpurifier.org;php-firewall.info;php-maximus.org;php-minimus.org;php-nanomus.org;stop-spam-referer.info;twitter.php-minimus.org
7535,9739d50775b00de1c6801d3c4fa48fe17431d18afcec5909,corporate/financial/ESG,generic_copyright_or_bibliographic_marker,False,False,False,False,True,16773,True,False,han,26682,
7536,46a5bf14bb825c24bd2105a10ce0183372627810c992abdb,scholarly/research,mixed_restrictive_and_open_or_public,True,False,True,False,True,103091,True,False,latin_or_other,103539,pgdp.net
7551,563e70f9cc69f91bc8d00e511199435e6e0faf0985c18eb3,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,147629,False,True,latin_or_other,148051,360.gs.com;gs.com;sipc.org;theocc.com
7555,123b5cfed02224be31d7474e8a11ed2fe1d65803e3b37b0e,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,300,True,False,latin_or_other,228116,academy.itu.int;atu-uat.org;bndes.gov.br;cba.org.uk;chiariglione.org;dvb.org;itu.int;itu.intitu;itunews.itu.int;nercdtv.org;opto.ca;planalto.gov.br;portal.unesco.org;statista.com;tech.ebu.ch;tech.ebu.cheei;unesco.org
7561,08af0516c254fb4afa9413ca3dc64aeddeefc5c684c024cc,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,5394,True,True,latin_or_other,69008,coolmath4kids.com;enslow.com;mathsisfun.com;testtakingtips.com
7567,63ddec7ce69338016bcb512965af4b8c9f3451c36254b18d,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,56583,True,True,latin_or_other,58020,
7570,abc97021e30b309a4f80c47d5c52f701c98407386c75ae95,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,55370,True,False,latin_or_other,56486,jessepetersen.net;orbitbooks.net;orbitshortfiction.com
7571,4e74f12977079d806a07fb36413bd9f2acb29c2c61219a36,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,469,True,False,latin_or_other,61031,
7578,b9ba58d27e4ef596db5ebd61c66a11a7b5a742010a143946,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,97,True,False,latin_or_other,59561,bit.ly
7580,3a12f5b712a4ebfab3c7b51283eb35931042ad581ebb6ad4,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,84366,True,False,latin_or_other,123609,
7581,11095a17a0818ee0c7e15ebcbb5999b54ae2cf254c80575d,public-domain/library,explicit_public_domain_marker,False,False,True,False,True,733,True,False,latin_or_other,57265,pgdp.net
7584,86cf0e5ef2405403188743fe136f5f17b81e5750348f7b37,government/legal/procurement,mixed_restrictive_and_open_or_public,True,False,True,False,True,80887,True,False,latin_or_other,243604,obnova.gov.rs;paracin.rs;simap.ch
7588,8b980e9c701ddb991c45c15d19ccfcb337b67ebd0ac2e370,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,56692,True,True,latin_or_other,58743,
7589,306d3676e81c63e7f0508cc6b7c328635f07a5dd259ffe48,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,20338,True,True,latin_or_other,25892,
7591,061212c3e6227cd860c11e1d838977ca51f493162c6e2a27,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2735,True,False,cyrillic,52084,
7592,76ab1385e7c9a229311a3af3da7320e0f482722a3a8e4cc4,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,53746,True,False,latin_or_other,54098,
7594,fa185cdeb936c93f353aa966f0bc29517650b4fa0bc576f1,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,21966,True,False,han,60008,creditchina.gov.cn
7601,82280f0a6eede17705fe0ffd2e5ac17cb9e7f1aea2f1f3ce,books/literary/publisher,mixed_restrictive_and_open_or_public,True,True,False,False,True,67614,True,False,latin_or_other,67978,github.com;googleapis.com;heroku.com;ifttt.com;nycda.com;rubygems.org
7604,06770950f251b5699b2cee17933f72c4bffe7a81c5e3f738,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,85906,True,False,latin_or_other,88487,periplus.com;tuttlepublishing.com
7617,fe97ca4f3f76989fc8cde284abcd9654f34116c2228ae7cf,corporate/financial/ESG,generic_copyright_or_bibliographic_marker,False,False,False,False,True,3954,True,True,han,22774,
7619,1c8cc54cff7178e107ce9b5af30c1d7e0c39c5e74b4f6e95,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,54,True,False,latin_or_other,49931,stmartins.com
7623,b0dcd63f26b527226410bffd1fd8e0d5447b60d2f25926b7,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,6311,True,True,han,23539,
7624,31f3d3ae66e79826a5d8de19586d9bd3bf8daa2f9496785c,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2,True,False,latin_or_other,47784,
7631,20e90f562dcc4212c38730588494ccdec6de09141a3c00ac,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,79,True,False,latin_or_other,59548,books2read.com
7632,13986c0791c5f18c020459a33f9e63ac2bc2b43f6b2120b3,corporate/financial/ESG,explicit_restrictive_notice,True,False,False,False,True,286014,False,False,latin_or_other,291385,edocumentview.com;envisionreports.com;harsco.com;investorvote.com;meetnow.global
7638,ce52733efddc9152972073d0a478d19ee46841c6feff7fba,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,63108,True,False,latin_or_other,146177,humanservices.arkansas.gov
7640,74a3755d4cfc20f90fd69f6abbac744f5b2f2969237baee0,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,407,True,False,latin_or_other,223038,worldofbiology.wikispaces.com
7644,4a48443d6c39696dd33248788cf7bdc46d91ea2df6e366ba,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1061,True,False,latin_or_other,48357,
7653,a8fbbe47866050cb36aa738c4c79990dfb3d20d5e0dc0eb3,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,51681,True,True,latin_or_other,134905,forbookssake.net;iwm.org.uk
7655,5074ddc3fa4810a85c0d5d65c99ddd297a09f1bc63453cc3,news/blog/general web,explicit_restrictive_notice,True,False,False,False,True,1228,True,False,han,20518,
7656,17c3b0bc983892095e32575132eea7165c6f99979017ab5f,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,77343,True,False,latin_or_other,78525,adamsmedia.com
7659,f0110293c20bb4892fd5f6db8923f9e6af8a34b373e1417d,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,437,True,False,latin_or_other,44160,amherstmedia.com;facebook.com;twitter.com;youtube.com
7668,a1d12ba31f30edfcf3f8c1f6140c6b09d99df9e3f4d89b10,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,95089,True,False,latin_or_other,98286,chelseawardart.com;quartoknows.com
7678,72c001686aa80e60673a659829f4a39134a4c3490a6ab55d,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1087,True,False,latin_or_other,56550,
7687,d78ea0318d1b09435c7d2c39754971d115d57e877e9c539b,public-domain/library,mixed_restrictive_and_open_or_public,True,False,True,False,True,550,True,True,latin_or_other,70668,pgdp.net
7690,bb59e4b6cbfd0bb7f3cd58601b60f267c37ce107ac0407cf,government/legal/procurement,mixed_restrictive_and_open_or_public,True,True,False,False,True,1209,True,False,latin_or_other,168988,8thvicfloodconference.org.au;abc.net.au;abs.gov.au;aecom.comabn;climatechange.gov.au;climatecommission.gov.au;cmar.csiro.au;creativecommons.org;csiro.au;deewr.gov.au;docs.nrdc.org;dsd.gov.hk;edo.org.au;ema.gov.au;environment.gov.au;environment.nsw.gov.au;ga.gov.au;google.com.au;insurancecouncil.com.au;lakemac.com.au;maitland.nsw.gov.au;metoffice.gov.uk;nationbuildingprogram.gov.au;newcastle.nsw.gov.au;planning.nsw.gov.au;portstephens.nsw.gov.au;propertyoz.com.au
7695,ee496cb683eec022c915d7c5d45f3819a88f0a293c3f3b9f,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,376,True,False,latin_or_other,168101,acqnotes.com;ndia.org;scaledagileframework.com
7698,f0b51e60eda5a302451e7ddee497ebffa39ee278f5182227,public-domain/library,mixed_restrictive_and_open_or_public,True,True,True,False,True,3542,True,False,latin_or_other,49741,scientificdata2009.creativecommons.org.tw
7703,68ca6c40d86182e8d30a84cac4ee2932608658616f715e79,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,74574,True,False,latin_or_other,76887,capstonepub.com
7704,93f575abba5d9e193600e3f77018bde5dd7d9ecdde6dde72,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,11,True,False,latin_or_other,75436,rawmazing.com;skyhorsepublishing.com;sunriseflourmill.com
7710,7b884f82f3735b91016fe7d1609318062a3f740dde0f0f44,public-domain/library,explicit_public_domain_marker,False,False,True,False,True,3434,True,False,latin_or_other,50235,pgdp.net
7716,f1760cff6ce2aa707ab9fccf67652fc480ea680bbf36d5e6,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,114139,True,False,latin_or_other,114946,themoongoat.com
7722,cab0bef928b15af25cc4ba004c272855732f0b0114106b0d,books/literary/publisher,explicit_open_licence_marker,False,True,False,False,True,3279,True,True,latin_or_other,118025,americanfoodroots.com;americanheritagechocolate.com;cadbury.com.au;d-maps.com;ducksters.com;eduplace.com;facebook.com;fortticonderoga.org;health.harvard.edu;history.org;icco.org;marscocoascience.com;medicinehunter.com;monticello.org;nasa.gov;nationalgeographic.com;nls.uk;nps.gov;oldsalem.org;operationgratitude.com;printablemaps.net;slate.com;smithsonianmag.com;vintageadbrowser.com;youtube.com
7723,df8aa9c1f4088792328bce16a25976776bd59a7734137761,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,51778,True,False,han,95811,yidaiyilu.gov.cn
7727,810b6380fd5f57b24a7516c454fae6767d9b7cc7614c9d53,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,72985,True,False,latin_or_other,74211,penguin.com
7729,8c6c1bb1e391f13fe265ae0b610ea367ff447c449e7ef307,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,8582,True,False,latin_or_other,181154,
7741,e9219ade08c641c3734a19261994378847b3a4151ac7d8ac,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2,True,False,latin_or_other,109346,crownpublishing.com;mri.org;tenspeed.com
7742,1def9d12249c1e20eeab8cca4a6c1ec8eca8f1e6eadf3fdb,public-domain/library,mixed_restrictive_and_open_or_public,True,False,True,False,True,1186,True,True,latin_or_other,85499,pgdp.net
7763,62c36dc3983aac59edbc59b054f9892d60e955c556ea3465,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,623,True,False,latin_or_other,115993,astraeapress.com;kimbowmanauthor.blogspot.com
7770,4dbbe1fb8faa2b639e0285a864374a95c32cb19f60516ea9,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,883,True,False,latin_or_other,132318,docs.oracle.com;iso.orgreproduction;oracle.com
7783,c411066dd3ee10cebc5a8f249b4ff1fc63212ba6b90845c6,news/blog/general web,explicit_restrictive_notice,True,False,False,False,True,7405,True,False,latin_or_other,41432,
7784,93ffe197adf3acd08e63be5001fa20b62b8ac9aa61301a0b,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1617,True,False,latin_or_other,107974,
7787,a8fbbe47866050cb36aa738c4c79990dfb3d20d5e0dc0eb3,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,51681,True,True,latin_or_other,134908,forbookssake.net;iwm.org.uk
7792,fca96a3569f0a1d6017b556c424451cb87dc9b1ae523bcc2,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,441,True,False,latin_or_other,110464,arcadiapublishing.com;imagesofamerica.com
7799,5bebd36e6ea10cb0189db38566887e6669069d1ea6a8f839,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,8191,True,True,latin_or_other,56659,heliocentricworlds.blogspot.com;twitter.com
7800,880825be33d3c5f054e68d842e9ffcc7c95eb9a48969d311,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,68873,True,False,latin_or_other,71619,google.com
7806,fa9b17b4cec3308f08043d47ed0fc53df67e00c656d86c25,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1038,True,False,latin_or_other,252750,bibb.de;biblioteka-krk.ibe.edu.pl;catalogo.anq.gov.pt;catalogo.anqep.gov.pt;cedefop.europa.eu;ces.ed.ac.uk;deutscherqualifikationsrahmen.de;dev.uniglobalunion.org;dges.mctes.pt;dx.doi.org;ec.europa.eu;emcet.net;empleo.ugr.es;enseignementsup-recherche.gouv.fr;europa.eu;fiec.eu;finlex.fi;gc21.giz.de;gov.uk;italianita.de;jusline.at;kibb.de;lernpark.de;libserver.cedefop.europa.eu;minedu.fi;oecd.org;opac.iefp.pt;pub.uvm.dk;refernet.de;sqa.org.uk;translate.google.gr;ugr.es
7820,8c913dd9dda8d70cd9029bc4451c42931aac0fcbae1e1e08,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,301,True,False,latin_or_other,38399,
7825,327db779b3c14d6e807e4bc083b65444b049cf8046b53275,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,313,True,False,latin_or_other,27544,
7828,906804d1cd055f50defb99aea2ec20271a28afc11a9895ba,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,20,True,False,latin_or_other,56936,bookthug.ca;jim.com;lpg.ca;poetryfoundation.org;spdbooks.org;swartzentrover.com;thetech.mit.edu;vancouver.ca;whitmanarchive.org
7834,10fb233e4f29397ad3fa3770d2e9b86f39225c960902a5ba,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,49,True,False,latin_or_other,50206,anansi.ca
7836,dba83938410e2f8444783de7d4c41863d0f29b0f094ab7cc,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,13860,True,False,latin_or_other,35541,owlmoose.dreamwidth.org;t.co
7839,d71ce14149c023e38333623a3a116a206f200b2e8b493036,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,71351,True,False,latin_or_other,72599,harlequin.com
7840,3241f52df6ef4d6641b07d122dff25dc6c001d47c1a5149e,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,95747,True,False,latin_or_other,99282,ctpub.com;tinyurl.com
7842,efb3d75ffe7be506f3a6d35d1f61d618b5d63573bcf1ad7c,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,238,True,False,latin_or_other,102786,acas.org.uk;acblack.com;bodylanguageexpert.co.uk;businessballs.com;businessculture.com;changing-minds.org;content.monster.co.uk;culture-at-work.com;emailreplies.com;executiveplanet.com;ivillage.co.uk;learndirect.co.uk;lsc.gov.uk;negotiationskills.com;salarysearch.co.uk
7845,6472316415bff98ae1530a128e39a08b13a49b7bc9d8a70d,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,30656,True,False,latin_or_other,35954,fonts.googleapis.com;industris.com;t.co;via.placeholder.com
7853,8e2ebcbfb68f7ca3b9360f8b4222b63d2ade7ba99e049096,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,12854,True,False,latin_or_other,30946,devdocs.magento.com;github.com;magento.com;opensource.org
7861,152e9f9a13ffe3d8f5d20675b3b58362861c1c0ac9b7de14,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,16,True,False,latin_or_other,91605,aemn.com.au;angelahollowaylive.com;benefitsofdrinkingwater.org;bodyandsoul.com.au;cwhn.ca;daisynetwork.org.uk;earlymenopause.org.nz;emedicine.com;everybody.co.nz;fmwc.ca;grownups.co.nz;gynaecologistauckland.co.nz;healthinsite.gov.au;jeanhailes.org.au;mayoclinic.com;menopause.org;menopause.org.au;menopauseandu.ca;menopausecanada.com;menopausecenter.com.au;menopausematters.co.uk;nhs.uk;nos.org.uk;nzmenopause.co.nz;simgmamenopause.com;sweatiessleepwear.com;thebms.org.uk;webmd.com;wikipedia.org;womens-health.org.nz;womenshealth.gov;womenshealthconcern.org
7870,0bb56230b655747ee416419a1d0373314d15ca9100de4c9f,public-domain/library,explicit_public_domain_marker,False,False,True,False,True,32413,True,True,latin_or_other,98767,pgdp.net
7883,1f856695ac056ffa4e158c53e297aecf787e823d06f9ead2,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,39836,True,False,latin_or_other,41258,openroadmedia.com
7886,d973b3c33d57f1936a51337f50c7f6f6470b889710bae642,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,348,True,False,latin_or_other,89182,scholastic.co.uk
7888,a29545dc724d8516efaf40e496ae291cec7d12a06e2a6643,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2,True,False,latin_or_other,81864,disneybooks.com
7891,f81348dc758477a7461be98952cba65ba2b68aa3d3203c9a,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,413,True,False,latin_or_other,100983,
7892,87ca65f64cb109c0e6682acb3341cd4ac9c06d1e141cb777,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,33,True,False,latin_or_other,71768,penguinputnam.com;us.penguingroup.com
7893,807249ca9f3e2243db1b3553852f9b0ec0d0fb7020e4034b,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,2645,True,False,latin_or_other,45923,colorado.gov;coloradoclues.com;digital.denverlibrary.org
7897,bce733e4e1ffc7118a29fcdcd2f6c11fe06b4c0d5a83b7ba,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,97,True,False,latin_or_other,103405,stmartins.com;us.macmillanusa.com
7903,d57027b339796c72b726b93b0da5eaa29da439c4cb8558bd,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,19042,True,True,latin_or_other,89501,atrandom.com
7906,018f01ee2b7e5c3becbb8bae2be1aba73bde8af6708c2d97,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,770,True,False,latin_or_other,83817,arcadiapublishing.com;swierenga.com
7916,b42fc52d799988356ec2ea93c543f6b975dfa6fb1508dcf5,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,115,True,False,latin_or_other,52440,
7917,3d7b78d053fba8bbb54e6b2acba7a8868f69ad0fa77c9e4b,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,4651,True,True,latin_or_other,44365,cydonix.com
7924,e450796a6394b8514adbb774f9964a394fe1122906b0d127,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,19196,True,False,latin_or_other,45124,goo.gl;ow.ly
7928,c9f148ee0d39b43479533533603ab6fc3213569596b3c8b4,corporate/financial/ESG,explicit_restrictive_notice,True,False,False,False,True,55572,True,False,han,56282,
7932,250a80cf15466f4ef2ac4148fbeee79df48286b6db2f80e2,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,56294,True,False,latin_or_other,150877,
7941,2bd75da08a576fcd8c74cce0973648a8562a63723dc6c6c0,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,9664,True,False,latin_or_other,33875,achieve-goal-setting-success.com
7955,d294b125dff8b02af4c16dc97d66862b823649450d3696d7,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,67151,True,False,latin_or_other,69647,epagine.fr;gallimard.fr
7969,e1e963cfd3ae444fe5bcb209c23b6ea254f0eca1270a3fa7,news/blog/general web,explicit_restrictive_notice,True,False,False,False,True,16331,True,False,han,26331,interesting-sky.china-vo.org
7975,ec51a8fd9f40d55f4c2ac9ea548e998721be64ee1ce61bc5,software/code/technical-QA,explicit_open_licence_marker,False,True,False,False,True,17141,True,False,latin_or_other,29819,abeautifulsite.net;ajax.googleapis.com;dev.tudosobreweb.com.br;duckranger.com;gregpike.net;jasny.github.io;jasny.net;jsfiddle.net;markusslima.github.io;maxcdn.bootstrapcdn.com;quirksmode.org
7980,d65db98808ec2a05463a743af20980b3f1867e97fdb9b1b0,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,33349,True,False,latin_or_other,35646,apply.devfolio.co;cdn.jsdelivr.net;cdnjs.cloudflare.com;celo.org;code.jquery.com;codeanywhere.com;codeforcause.org;devfolio.co;digitalocean.com;discord.gg;echoar.xyz;egghead.io;facebook.com;goo.gl;instagram.com;leadsark.com;linkedin.com;nostarch.com;polygon.technology;stackpath.bootstrapcdn.com;tezos.com;twitter.com;unpkg.com;wolfram.com
7981,b683485d569bfb878016f08511b62b96f860e8d2084ac944,corporate/financial/ESG,explicit_restrictive_notice,True,False,False,False,True,6,True,False,han,62240,hrecchina.org;weibo.com
7986,ef94e3baf9c88e987cf5eddf337bd1d144323330ee2951cb,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,733,True,False,han,51840,
7994,15aafef587028b476f24b2fe99d5613e378de72f12457406,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,1663,True,False,latin_or_other,36912,
8015,1d40bcf0464a49118a747f3abeb7e2363d7e70e1e1f15237,public-domain/library,explicit_public_domain_marker,False,False,True,False,True,774,True,False,latin_or_other,69010,pgdp.net
8020,1a0c34501db0132311d401b6c5f263333ec6738f3932a643,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,103392,True,False,latin_or_other,106672,ctpub.com
8026,9ed7e2fe0765c87ee9f731fa931499d5af2c0c6268755999,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,505,True,False,latin_or_other,90152,arcadiapublishing.com;imagesofamerica.com
8029,55499085fd97875c6da0e3406586ceff04627666157930ea,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,10853,True,False,latin_or_other,45804,
8032,776e2dd0fa6c6d316d829538f6b48577cc77b8ba29d1e150,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,72222,True,False,latin_or_other,74669,currency.com.au;integraldms.com
8038,2c42f25248b9cdd84821e74450cf1173f90fd2bb68c0ba8a,corporate/financial/ESG,explicit_open_licence_marker,False,True,False,False,True,2631,True,False,latin_or_other,193025,creativecommons.org;data.qld.gov.au;hpw.qld.gov.au;hpw.qld.gov.audevelopment;hpw.qld.gov.auqueensland;qld.gov.au
8041,8ff920d1ea8b20eb40c98fb4e4074161653946820cb1c8fc,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,244,True,False,latin_or_other,80621,hardiegrant.com.au;quadrille.co.uk;quadrille.com
8044,7d9a3baabb7d05ce2da60bba23d7266279e154d7388af1d2,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,214,True,False,latin_or_other,84414,parragon.co.uk
8056,53579c49bda165f37cffdacce091b8ed2b18f9132d041769,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,46132,True,False,han,83318,chinatax.gov.cn;gdcic.net;ggzy.foshan.gov.cn
8057,a1fa6bc2c3c2b2869475584d56c3046a703cb7a612ced83d,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,10115,True,False,latin_or_other,31563,
8061,072ccdd1f048049dcdd37b7876c3a4b63804042cd8c04b8b,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,134,True,False,latin_or_other,238264,tpc.org;tpc.org.general;tpc.org.the;tpc.orginfo
8079,4cff6476df03443fb6bc166a537cc1028ffeeeb754f5816b,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,3966,True,False,latin_or_other,27167,mitov.com;software.intel.com
8080,9790c5e8fc2898a8f72d0f9a5d8de0800642f9f1589391af,corporate/financial/ESG,explicit_restrictive_notice,True,False,False,False,True,387,True,False,han,91993,
8089,43bfd6afd770d09a80d4d8f8dc57d48066a58a4c08d07681,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,242,True,False,latin_or_other,87786,fiveleaves.co.uk
8098,57e722a581dd5f13601711f44d6d7abf5f9ba1a6c810b563,scholarly/research,explicit_open_licence_marker,False,True,False,False,True,218,True,False,latin_or_other,135170,adb.org;apps.who.int;cdn.who.int;creativecommons.org;documents.worldbank.org;doi.org;foodandlandusecoalition.org;fsa.usda;ghsindex.org;hdl.handle.net;imf.org;iucn.org;ncbi.nlm;ncbi.nlm.nih.gov;obamawhitehouse.archives.gov;openknowledge.worldbank.org;portals.iucn.org;pubmed.ncbi.nlm;pubmed.ncbi.nlm.nih;sciencedirect.com;thedocs.worldbank.org;theindependentpanel.org;ucl.ac;worldbank.org
8131,a6a21372ded6a7a211b6aa7eb315b1d0285778ea6202e429,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,964,True,False,latin_or_other,142641,
8140,06e51ceeda883a950574a0e83f54222ec0d7ab6055c49e2d,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,72740,True,False,latin_or_other,74014,openroadmedia.com
8149,700f53035ee52be6bf9bfb258a6b93ff5bbcf5fcdd79fdd7,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,142,True,False,latin_or_other,48743,
8156,e576faba441e653ed5699912630e753f0c84a6df40e459f2,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,18321,True,False,latin_or_other,38164,
8165,d83f2891fc6abd8dc2df5481e7b131ee1dd9d0b173a6688d,public-domain/library,explicit_public_domain_marker,False,False,True,False,True,226,True,True,latin_or_other,93419,
8171,f856d733d7dce6a84aca11ee62b0b1c6ee6fe7b11837f895,scholarly/research,explicit_open_licence_marker,False,True,False,False,True,0,True,False,latin_or_other,30457,dx.doi.org
8181,104c2b2f7ef82d9d1462fc9a230a1ed37bb437e7490cb6a6,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1770,True,False,latin_or_other,30629,
8187,7ce7cd8d68210e08b87cd3823c174ace72cbe0a5fa2e1462,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,15113,True,False,latin_or_other,28220,getbootstrap.com;github.com;icons.getbootstrap.com;maxcdn.bootstrapcdn.com;netdna.bootstrapcdn.com;stackpath.bootstrapcdn.com;v4-alpha.getbootstrap.com
8216,672fc3039519fe400b060a267832a6b3b30f847ae16d6a55,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,822,True,False,latin_or_other,32120,adamsmedia.com
8226,4aba26dfce3463130245c0bc56a2b47aab94485b80010fd0,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,43474,True,False,latin_or_other,45260,simonandschuster.com
8229,4df4ada8eaa5762a216a340a518b642f74af123c3ee5d0d6,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,728,True,False,latin_or_other,126456,90plan.ovh;ahrq.gov;cctcore.org;findarticles.com;health.org.uk;hse.gov.uk;nrls.npsa;onlinelibrary.wiley;rcn.org;twitter.com;uth.tmc
8236,7c90f9a49b629adaad33b272c3305f804c1fac5495799b79,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,3194,True,False,latin_or_other,126357,finance.sina.com.cn;news.bjx.com.cn;raponline.org;rff.org
